"Breach_ID","Risk_Score","Industry","Records_Breached","Breach_Date","Breach_Type","Breach_Source","Location","Risk_Severity"
2167,1.2,"Healthcare","1","2018-02-22","Identity Theft","Malicious Outsider","United States","Minimal"
2168,2.2,"Retail","1","2017-04-04","Identity Theft","Malicious Outsider","United States","Minimal"
2169,1.2,"Other","1","2018-03-28","Identity Theft","Malicious Outsider","United States","Minimal"
2170,2.2,"Professional Services","1","2017-08-24","Identity Theft","Malicious Outsider","United States","Minimal"
2171,1.2,"Financial","1","2018-01-10","Identity Theft","Malicious Outsider","United States","Minimal"
2172,2.2,"Financial","1","2017-10-10","Identity Theft","Malicious Outsider","United States","Minimal"
2173,1.2,"Education","1","2018-04-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2174,2.2,"Professional Services","1","2017-11-27","Existential Data","Malicious Insider","United States","Minimal"
2175,1.2,"Healthcare","1","2018-04-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2176,2.2,"Education","1","2017-02-03","Identity Theft","Malicious Outsider","United States","Minimal"
2177,1.2,"Financial","1","2018-02-23","Identity Theft","Malicious Outsider","United States","Minimal"
2178,2.2,"Education","1","2017-06-16","Identity Theft","Malicious Outsider","United Kingdom","Minimal"
2179,1.2,"Other","1","2018-04-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2180,2.2,"Education","1","2017-08-15","Identity Theft","Malicious Outsider","United States","Minimal"
2181,1.2,"Retail","1","2018-04-01","Identity Theft","Malicious Outsider","United States","Minimal"
2182,2.2,"Financial","1","2017-01-30","Identity Theft","Malicious Outsider","United States","Minimal"
2183,1.2,"Professional Services","1","2018-04-02","Identity Theft","Malicious Outsider","United States","Minimal"
2184,2.2,"Professional Services","1","2017-09-03","Identity Theft","Malicious Outsider","United States","Minimal"
2185,1.2,"Insurance","1","2018-04-04","Identity Theft","Malicious Outsider","United States","Minimal"
2186,2.2,"Healthcare","1","2017-01-25","Identity Theft","Malicious Outsider","United States","Minimal"
2187,1.2,"Retail","1","2018-02-26","Identity Theft","Malicious Outsider","United States","Minimal"
2188,2.2,"Education","1","2017-01-20","Identity Theft","Malicious Outsider","United States","Minimal"
2189,1.2,"Professional Services","1","2018-04-05","Identity Theft","Malicious Outsider","United States","Minimal"
2190,2.2,"Education","1","2017-11-07","Identity Theft","Malicious Outsider","United States","Minimal"
2191,1.2,"Insurance","1","2018-05-29","Identity Theft","Malicious Outsider","United States","Minimal"
2192,2.2,"Insurance","1","2017-01-27","Identity Theft","Malicious Outsider","United States","Minimal"
2193,1.2,"Industrial","1","2018-04-02","Identity Theft","Malicious Outsider","United States","Minimal"
2194,2.2,"Industrial","1","2017-01-27","Identity Theft","Malicious Outsider","United States","Minimal"
2195,1.2,"Financial","1","2018-04-16","Identity Theft","Malicious Outsider","United States","Minimal"
2196,2.2,"Retail","1","2017-02-23","Identity Theft","Malicious Outsider","United States","Minimal"
2197,1.2,"Other","1","2018-02-27","Identity Theft","Malicious Outsider","United States","Minimal"
2198,2.2,"Healthcare","1","2017-02-27","Identity Theft","Malicious Outsider","United States","Minimal"
2199,1.2,"Government","1","2018-01-17","Identity Theft","Malicious Outsider","United States","Minimal"
2200,2.2,"Financial","1","2017-02-08","Identity Theft","Malicious Outsider","United States","Minimal"
2201,1.2,"Financial","1","2018-02-27","Identity Theft","Malicious Outsider","United States","Minimal"
2202,2.2,"Technology","1","2017-03-21","Identity Theft","Malicious Outsider","United States","Minimal"
2203,1.2,"Financial","1","2018-02-28","Identity Theft","Malicious Outsider","United States","Minimal"
2204,2.2,"Education","1","2017-01-14","Identity Theft","Malicious Outsider","United States","Minimal"
2205,1.2,"Healthcare","1","2018-08-29","Identity Theft","Malicious Outsider","United States","Minimal"
2206,2.2,"Other","1","2017-03-29","Identity Theft","Malicious Outsider","Canada","Minimal"
2207,1.2,"Other","1","2018-04-06","Identity Theft","Malicious Outsider","United States","Minimal"
2208,2.2,"Government","1","2017-05-14","Existential Data","Malicious Insider","United States","Minimal"
2209,1.2,"Industrial","1","2018-01-18","Identity Theft","Malicious Outsider","United States","Minimal"
2210,2.2,"Technology","1","2017-08-23","Identity Theft","Malicious Outsider","United States","Minimal"
2211,1.2,"Technology","1","2018-08-30","Identity Theft","Malicious Outsider","United States","Minimal"
2212,2.2,"Education","1","2017-01-11","Identity Theft","Malicious Outsider","United States","Minimal"
2213,1.2,"Other","5","2018-03-01","Financial Access","Accidental Loss","Australia","Minimal"
2214,2.2,"Retail","1","2017-08-30","Identity Theft","Malicious Outsider","United States","Minimal"
2215,1.2,"Financial","1","2018-04-06","Identity Theft","Malicious Outsider","United States","Minimal"
2216,2.2,"Financial","1","2017-10-13","Identity Theft","Malicious Outsider","United States","Minimal"
2217,1.2,"Financial","1","2018-01-19","Identity Theft","Malicious Outsider","United States","Minimal"
2218,2.2,"Financial","1","2017-01-11","Identity Theft","Malicious Outsider","United States","Minimal"
2219,1.2,"Government","1","2018-05-01","Identity Theft","Malicious Outsider","Canada","Minimal"
2220,2.2,"Financial","1","2017-08-31","Identity Theft","Malicious Outsider","United States","Minimal"
2221,1.2,"Education","1","2018-05-01","Identity Theft","Malicious Outsider","United States","Minimal"
2222,2.2,"Technology","1","2017-01-27","Identity Theft","Malicious Outsider","United States","Minimal"
2223,1.2,"Financial","1","2018-04-09","Identity Theft","Malicious Outsider","United States","Minimal"
2224,2.2,"Healthcare","1","2017-10-27","Identity Theft","Malicious Outsider","United States","Minimal"
2225,1.2,"Other","1","2018-05-03","Identity Theft","Malicious Outsider","Spain","Minimal"
2226,2.2,"Retail","1","2017-07-21","Identity Theft","Malicious Outsider","United States","Minimal"
2227,1.2,"Industrial","1","2018-01-22","Identity Theft","Malicious Outsider","United States","Minimal"
2228,2.2,"Financial","1","2017-02-01","Identity Theft","Malicious Outsider","United States","Minimal"
2229,1.2,"Other","1","2018-05-16","Identity Theft","Malicious Outsider","United States","Minimal"
2230,2.2,"Financial","1","2017-02-23","Identity Theft","Malicious Outsider","United States","Minimal"
2231,1.2,"Industrial","1","2018-05-21","Identity Theft","Malicious Outsider","United States","Minimal"
2232,2.2,"Retail","1","2017-01-24","Identity Theft","Malicious Outsider","United States","Minimal"
2233,1.2,"Government","1","2018-04-13","Existential Data","Malicious Insider","United States","Minimal"
2234,2.2,"Healthcare","1","2017-02-21","Identity Theft","Malicious Outsider","United States","Minimal"
2235,1.2,"Professional Services","1","2018-09-05","Identity Theft","Malicious Outsider","United States","Minimal"
2236,2.2,"Education","1","2017-02-07","Identity Theft","Malicious Outsider","United States","Minimal"
2237,1.2,"Financial","1","2018-04-13","Existential Data","Malicious Insider","Ireland","Minimal"
2238,2.2,"Retail","1","2017-01-18","Identity Theft","Malicious Outsider","United States","Minimal"
2239,1.2,"Financial","1","2018-05-23","Identity Theft","Malicious Outsider","United States","Minimal"
2240,2.2,"Other","1","2017-01-16","Identity Theft","Malicious Outsider","United States","Minimal"
2241,1.2,"Education","1","2018-01-24","Identity Theft","Malicious Outsider","United States","Minimal"
2242,2.2,"Healthcare","1","2017-01-17","Identity Theft","Malicious Outsider","United States","Minimal"
2243,1.2,"Healthcare","1","2018-04-13","Identity Theft","Malicious Outsider","United States","Minimal"
2244,2.2,"Healthcare","1","2017-04-06","Identity Theft","Malicious Outsider","United States","Minimal"
2245,1.2,"Government","1","2018-09-07","Identity Theft","Malicious Outsider","United States","Minimal"
2246,2.2,"Education","1","2017-06-23","Identity Theft","Malicious Outsider","United States","Minimal"
2247,1.2,"Financial","1","2018-04-15","Identity Theft","Malicious Outsider","United States","Minimal"
2248,2.2,"Financial","1","2017-02-02","Identity Theft","Malicious Outsider","United States","Minimal"
2249,1.2,"Government","1","2018-09-08","Identity Theft","Malicious Outsider","Ireland","Minimal"
2250,2.2,"Retail","1","2017-01-07","Identity Theft","Malicious Outsider","United States","Minimal"
2251,1.2,"Healthcare","1","2018-01-25","Identity Theft","Malicious Outsider","United States","Minimal"
2252,2.2,"Other","1","2017-07-28","Identity Theft","Malicious Outsider","Ireland","Minimal"
2253,1.2,"Other","1","2018-09-10","Identity Theft","Malicious Outsider","United States","Minimal"
2254,2.2,"Other","1","2017-02-04","Identity Theft","Malicious Outsider","United States","Minimal"
2255,1.2,"Other","1","2018-01-26","Identity Theft","Malicious Outsider","United States","Minimal"
2256,2.2,"Government","1","2017-05-22","Identity Theft","Malicious Outsider","Czech Republic","Minimal"
2257,1.2,"Healthcare","1","2018-06-01","Identity Theft","Malicious Outsider","United States","Minimal"
2258,2.2,"Education","1","2017-03-20","Identity Theft","Malicious Outsider","United States","Minimal"
2259,1.2,"Other","1","2018-09-10","Identity Theft","Malicious Outsider","United States","Minimal"
2260,2.2,"Financial","1","2017-03-25","Existential Data","Malicious Insider","United States","Minimal"
2261,1.2,"Other","1","2018-06-01","Identity Theft","Malicious Outsider","United States","Minimal"
2262,2.2,"Industrial","1","2017-06-07","Identity Theft","Malicious Outsider","United States","Minimal"
2263,1.2,"Technology","1","2018-01-26","Identity Theft","Malicious Outsider","United States","Minimal"
2264,2.2,"Healthcare","1","2017-09-26","Identity Theft","Malicious Outsider","United States","Minimal"
2265,1.2,"Insurance","1","2018-06-04","Identity Theft","Malicious Outsider","United States","Minimal"
2266,2.2,"Professional Services","1","2017-08-21","Identity Theft","Malicious Outsider","United States","Minimal"
2267,1.2,"Education","1","2018-03-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2268,2.2,"Professional Services","1","2017-06-30","Identity Theft","Malicious Outsider","United States","Minimal"
2269,1.2,"Industrial","1","2018-04-19","Identity Theft","Malicious Outsider","United States","Minimal"
2270,2.2,"Other","1","2017-07-31","Identity Theft","Malicious Outsider","United States","Minimal"
2271,1.2,"Financial","1","2018-03-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2272,2.2,"Technology","1","2017-02-28","Identity Theft","Malicious Outsider","United States","Minimal"
2273,1.2,"Entertainment","1","2018-01-28","Identity Theft","Malicious Outsider","United States","Minimal"
2274,2.2,"Government","1","2017-04-05","Existential Data","Malicious Insider","Mexico","Minimal"
2275,1.2,"Other","1","2018-03-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2276,2.2,"Professional Services","1","2017-03-03","Identity Theft","Malicious Outsider","United States","Minimal"
2277,1.2,"Insurance","1","2018-01-29","Identity Theft","Malicious Outsider","United States","Minimal"
2278,2.2,"Education","1","2017-02-11","Identity Theft","Malicious Outsider","United States","Minimal"
2279,1.2,"Retail","1","2018-06-08","Identity Theft","Malicious Outsider","United States","Minimal"
2280,2.2,"Industrial","1","2017-03-30","Identity Theft","Malicious Outsider","United States","Minimal"
2281,1.2,"Healthcare","1","2018-04-23","Identity Theft","Malicious Outsider","United States","Minimal"
2282,2.2,"Government","1","2017-05-26","Existential Data","Malicious Insider","United Kingdom","Minimal"
2283,1.2,"Non-profit","1","2018-06-13","Identity Theft","Malicious Outsider","United States","Minimal"
2284,2.2,"Retail","1","2017-05-29","Identity Theft","Malicious Outsider","United States","Minimal"
2285,1.2,"Other","1","2018-06-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2286,2.2,"Technology","1","2017-10-24","Identity Theft","Malicious Outsider","United States","Minimal"
2287,1.2,"Retail","1","2018-01-29","Identity Theft","Malicious Outsider","United States","Minimal"
2288,2.2,"Technology","1","2017-03-01","Identity Theft","Malicious Outsider","Kenya","Minimal"
2289,1.2,"Insurance","1","2018-04-24","Identity Theft","Malicious Outsider","United States","Minimal"
2290,2.2,"Financial","1","2017-09-30","Identity Theft","Malicious Outsider","United States","Minimal"
2291,1.2,"Education","1","2018-06-15","Identity Theft","Malicious Outsider","United States","Minimal"
2292,2.2,"Technology","1","2017-02-16","Identity Theft","Malicious Outsider","United States","Minimal"
2293,1.2,"Healthcare","1","2018-03-01","Identity Theft","Malicious Outsider","United States","Minimal"
2294,2.2,"Technology","1","2017-01-26","Identity Theft","Malicious Outsider","United States","Minimal"
2295,1.2,"Professional Services","1","2018-04-24","Identity Theft","Malicious Outsider","United States","Minimal"
2296,2.2,"Healthcare","1","2017-07-28","Identity Theft","Malicious Outsider","United States","Minimal"
2297,1.2,"Healthcare","1","2018-09-18","Identity Theft","Malicious Outsider","United States","Minimal"
2298,2.2,"Industrial","1","2017-11-29","Identity Theft","Malicious Outsider","United Kingdom","Minimal"
2299,1.2,"Healthcare","1","2018-01-30","Identity Theft","Malicious Outsider","United States","Minimal"
2300,2.2,"Professional Services","1","2017-09-17","Identity Theft","Malicious Outsider","United States","Minimal"
2301,1.2,"Government","1","2018-01-30","Identity Theft","Malicious Outsider","United States","Minimal"
2302,2.2,"Financial","1","2017-01-10","Identity Theft","Malicious Outsider","United States","Minimal"
2303,1.2,"Education","1","2018-01-30","Identity Theft","Malicious Outsider","United States","Minimal"
2304,2.2,"Financial","1","2017-03-08","Identity Theft","Malicious Outsider","United States","Minimal"
2305,1.2,"Healthcare","1","2018-06-21","Identity Theft","Malicious Outsider","United Kingdom","Minimal"
2306,2.2,"Healthcare","1","2017-05-30","Existential Data","Malicious Insider","Australia","Minimal"
2307,1.2,"Government","1","2018-01-30","Identity Theft","Malicious Outsider","United States","Minimal"
2308,2.2,"Professional Services","1","2017-08-30","Identity Theft","Malicious Outsider","United States","Minimal"
